ID,Var_ID,Name,Description,ord
353-0,353,absent,absent,0
353-1,353,present,present,1
354-0,354,absent,absent,0
354-1,354,present,present,1
355-0,355,absent,absent,0
355-1,355,present,present,1
356-0,356,absent,absent,0
356-1,356,present,present,1
357-0,357,absent,absent,0
357-1,357,present,present,1
358-0,358,absent,absent,0
358-1,358,present,present,1
359-0,359,absent,absent,0
359-1,359,present,present,1
360-0,360,absent,absent,0
360-1,360,present,present,1
361-0,361,absent,absent,0
361-1,361,present,present,1
362-0,362,absent,absent,0
362-1,362,present,present,1
363-0,363,absent,absent,0
363-1,363,present,present,1
364-0,364,absent,absent,0
364-1,364,present,present,1
365-0,365,absent,absent,0
365-1,365,present,present,1
366-0,366,absent,absent,0
366-1,366,present,present,1
367-0,367,absent,absent,0
367-1,367,present,present,1
368-0,368,absent,absent,0
368-1,368,present,present,1
369-0,369,absent,absent,0
369-1,369,present,present,1
370-0,370,absent,absent,0
370-1,370,present,present,1
371-0,371,absent,absent,0
371-1,371,present,present,1
372-0,372,absent,absent,0
372-1,372,present,present,1
373-0,373,absent,absent,0
373-1,373,present,present,1
374-0,374,absent,absent,0
374-1,374,present,present,1
375-0,375,absent,absent,0
375-1,375,present,present,1
376-0,376,absent,absent,0
376-1,376,present,present,1
377-0,377,absent,absent,0
377-1,377,present,present,1
378-0,378,absent,absent,0
378-1,378,present,present,1
379-0,379,absent,absent,0
379-1,379,present,present,1
380-0,380,absent,absent,0
380-1,380,present,present,1
381-0,381,absent,absent,0
381-1,381,present,present,1
382-0,382,absent,absent,0
382-1,382,present,present,1
383-0,383,absent,absent,0
383-1,383,present,present,1
384-0,384,absent,absent,0
384-1,384,present,present,1
385-0,385,absent,absent,0
385-1,385,present,present,1
386-0,386,absent,absent,0
386-1,386,present,present,1
387-0,387,absent,absent,0
387-1,387,present,present,1
388-0,388,absent,absent,0
388-1,388,present,present,1
389-0,389,absent,absent,0
389-1,389,present,present,1
390-0,390,absent,absent,0
390-1,390,present,present,1
391-0,391,absent,absent,0
391-1,391,present,present,1
392-0,392,absent,absent,0
392-1,392,present,present,1
393-0,393,absent,absent,0
393-1,393,present,present,1
394-0,394,absent,absent,0
394-1,394,present,present,1
395-0,395,absent,absent,0
395-1,395,present,present,1
396-0,396,absent,absent,0
396-1,396,present,present,1
397-0,397,absent,absent,0
397-1,397,present,present,1
398-0,398,absent,absent,0
398-1,398,present,present,1
399-0,399,absent,absent,0
399-1,399,present,present,1
400-0,400,absent,absent,0
400-1,400,present,present,1
401-0,401,absent,absent,0
401-1,401,present,present,1
402-0,402,absent,absent,0
402-1,402,present,present,1
403-0,403,absent,absent,0
403-1,403,present,present,1
404-0,404,absent,absent,0
404-1,404,present,present,1
405-0,405,absent,absent,0
405-1,405,present,present,1
406-0,406,absent,absent,0
406-1,406,present,present,1
407-0,407,absent,absent,0
407-1,407,present,present,1
408-0,408,absent,absent,0
408-1,408,present,present,1
409-0,409,absent,absent,0
409-1,409,present,present,1
410-0,410,absent,absent,0
